;LISTA DE PRECIOS (JUNIO - 26);;;
CDRLI2060151;INGCO;"CHICHARRA INALAMBRICA 3/8"" 20V/65NM
Velocidad sin carga: 0-250 rpm
Encastre: 3/8""
Torque máximo: 65NM
BATERÍA Y CARGADOR NO INCLUIDOS
Incluye 3 dados: 13, 17, 19 mm"; $81.990 ;
YT82902;YATO;"CHICHARRA INALAMBRICA DE IMPACTO 12V 2.0AH 60MIN 45NM CUADRANTE DE 3/8""
Con la chicharra se incluyen: Batería recargable 2Ah, estación de carga (cargador), adaptador aumentador de 3/8"" a 1/2"", dados 3/8"" de 12, 13, 14 y 17mm.
Características:
Interruptor de fácil acceso, diseñado de forma similar a los dispositivos neumáticos, garantiza un uso cómodo, incluso con guantes de trabajo. Función de impacto y par de 45 Nm, optimizada para trabajar con tornillos de la gama M6-M14. Giro reversible en sentido horario/antihorario. Control de velocidad de 0-250 rpm
Incluye: batería recargable de 2 Ah, cargador de 1 h, dados con diámetros de 12, 13, 14 y 17 mm con cuadrante de 3/8'' y adaptador para las dados de ½'' más comunes.
Cargador:
Tensión de entrada [V]: 100 - 240
Frecuencia de red [Hz]: 50 / 60
Tensión de salida [V]: 12
Corriente de salida [A]: 1,5
Potencia nominal [W]: 25
Tiempo de carga [h]: 1
La chicharra lleva incorporado un indicador de carga. Al pulsar el interruptor, los LED indicadores se iluminarán, cuanto más, más cargada estará la batería. Si los LED no se encienden al pulsar el interruptor, indica que la batería está descargada. La herramienta también está equipada con una luz para iluminar la zona de trabajo. La luz se enciende automáticamente al pulsar el interruptor y se apaga al dejar de presionar el interruptor."; $129.990 ;
YT82021;YATO;"Llave de impacto 1/2"" eléctrica diseñada para apretar y aflojar pernos y tuercas. Gracias al suministro eléctrico, no requiere instalación neumática.
Mecanismo de impacto resistente
Interruptor de rotación derecha / izquierda
mango 1 / 4? (6,3 mm) HEX x 1,2 12 (12,7 mm) (F)
Cable de alimentación de 4 m
empaquetado en una práctica maleta
Dados de impacto incluidos: 17, 19, 21 y 22 mm
Parámetros:
Potencia: 1.020 W
Par: 600 Nm
Velocidad de 0 a 2600 rpm"; $164.990 ;
CIWLI2001;INGCO;"LLAVE IMPACTO INGCO INALAMBRICA 20V - 2 BAT.Y CARGADOR, CUADRANTE DE 1/2""
-Motor sin escobillas
-Luz de trabajo integrada
-LED indicador de potencia de batería
-2 de baterías iones de litio 2.0Ah
-1 cargador
-3pcs Dados: 17-19-21mm
-Bolsa de lona
VELOCIDAD SIN CARGA: 0-1300/0-2100/min
TASA DE IMPACTO: 0-2000/0-3300bpm
MAX. TORQUE: 300NM
CARGADOR: 110V-240V~50/60Hz
BATERIA: 20V iones de litio 2.Ah"; $195.500 ;
YT8277925;YATO;"LLAVE DE IMPACTO INALÁMBRICA 18 V. 350NM CUADRANTE DE 1/2"". TECNOLOGÍA SIN CARBONES. INCLUYE 1 BATERÍA DE 4AH, CARGADOR DE 2.2AH Y BOLSO DE TRASLADO.
? Velocidad nominal sin carga: 0~2500r/min
? Frecuencia de impacto: 0-3170IPM
? Fuerza máxima de bloqueo: 350N.m
? Fuerza máxima de desmontaje: 500N.m
? Tamaño de la cabeza de accionamiento: cabeza cuadrada de 1/2"""; $149.990 ;
YT8277935;YATO;"LLAVE DE IMPACTO INALÁMBRICA 18 V. 850NM CUADRANTE DE 1/2"". TECNOLOGÍA SIN CARBONES. INCLUYE 1 BATERÍA DE 4AH, CARGADOR DE 2.2AH., DADO 22MM Y BOLSO DE TRASLADO.
? Velocidad nominal sin carga: 0~2350r/min
? Frecuencia de impacto: 0-2600IPM
? Fuerza máxima de bloqueo: 850N.m
? Fuerza máxima de desmontaje: 1200N.m
? Tamaño de la cabeza de accionamiento: cabeza cuadrada de 1/2"""; $259.990 ;
YT828073;YATO;"LLAVE DE IMPACTO INALÁMBRICA 18 V. 2400NM CUADRANTE DE 3/4"". TECNOLOGÍA SIN CARBONES. INCLUYE 1 BATERÍA DE 6AH, CARGADOR DE 2.2AH., Y MALETA DE TRASLADO.

La llave de impacto sin escobillas de 3/4"" y 2400 Nm es una herramienta potente y eficiente diseñada para aplicaciones de trabajo pesado. Con su alto par de torsión de 1800 Newton-metros, ofrece un rendimiento excepcional para tareas como aflojar o apretar pernos y tuercas. La tecnología de motor garantiza una vida útil más larga de la herramienta y una mayor eficiencia, lo que la convierte en una opción confiable para los profesionales. El tamaño de la unidad de 3/4"" brinda versatilidad, lo que permite la compatibilidad con una amplia gama de enchufes y accesorios. Ya sea en entornos automotrices, de construcción o industriales, esta llave de impacto está diseñada para brindar la resistencia y durabilidad necesarias para realizar el trabajo.

Voltaje: DC-21 V
Potencia nominal: 1300 W
 Velocidad sin carga: 1150/1450/1850 RPM
Tasa de impacto :1000/1800/2400IPM
Par máximo:1600NM±5%     
Par máximo de desmontaje:2300NM
Tamaño del eje de salida:3/4(19mm)
Pernos estándar:M14-M36
Pernos de alta resistencia:M12-M27
Peso de las máquinas desnudas:4,3 kg
Cargador de 2,2 A * 1
batería de 21 V 6,0 Ah * 1"; $599.990 ;
GDS18V1050HBC;BOSCH;"LLAVE DE IMPACTO INALAMBRICA 3/4 18V INCLUYE 2 BATERÍAS 4 AH Y CARGADOR BIVOLT. 

Máxima potencia total: llave de impacto de 3/4"" con elevado torque y tecnología BITURBO Brushless
Increíble potencia con libertad inalámbrica gracias a las baterías ProCORE18V y al motor Brushless sin escobillas de carbón.
Motor de elevado rendimiento con un torque de apriete de 1050 Nm y un torque de arranque de hasta 1700 Nm.
Versatilidad ideal y potencia controlada gracias a los ajustes del torque de apriete y de tres velocidades"; $699.900 ;
YT82842;YATO;Batería para equipos Yato de Li-Ion 18V. 2.0Ah. Potente batería de iones de litio equipada con un sistema que protege las células contra el sobrecalentamiento y la pérdida de capacidad. Gracias al indicador de carga, el usuario controla el tiempo de trabajo. Tiempo de carga completo: 60 minutos. Protección contra sobrecalentamiento de la celda de la batería sin efecto memoria: puede recargar la batería en cualquier momento, sin correr el riesgo de dañar las células y disminuir su capacidad carga rápida adaptado a todos los dispositivos del sistema de 18V.; $44.990 ;
YT828463;YATO;"Eficiente batería de iones de litio de 4.0 Ah, equipada con un sistema que protege las celdas contra el sobrecalentamiento y la pérdida de capacidad. Gracias al indicador de carga, el usuario controla el tiempo de trabajo. Un ciclo de carga de la batería toma solo una hora, y la batería permanece completamente operativa durante muchas temporadas.
Tiempo de carga completa: 120 minutos
Indicador de carga de 4 etapas
Protección contra el sobrecalentamiento de las celdas de la batería
Sin efecto memoria: puede recargar la batería en cualquier momento sin riesgo de dañar las celdas y reducir su capacidad.
Carga rápida
Adecuado para todos los dispositivos del sistema de 18 V"; $69.990 ;
YT828464;YATO;"Eficiente batería de iones de litio de 6.0 Ah, equipada con un sistema que protege las celdas contra el sobrecalentamiento y la pérdida de capacidad. Gracias al indicador de carga, el usuario controla el tiempo de trabajo.
Tiempo de carga completa: 3h
Indicador de carga de 4 paradas
Protección contra el sobrecalentamiento de las celdas de la batería
Sin efecto memoria: puede recargar la batería en cualquier momento sin riesgo de dañar las celdas y reducir su capacidad.
Carga rápida
Adecuado para todos los dispositivos del sistema de 18 V"; $79.990 ;
YT82848;YATO;Cargador parabaterías de 18 V. Fuente de alimentación: 220-240 V / 50-60 Hz.; $35.990 ;
COSLI240789;INGCO;"SET LLAVE DE IMPACTO 850NM + ESMERIL INALAMBRICO + ASPIRADORA INALAMBRICA +2 BATERIAS DE 5AH Y CARGADOR DE 20V

Contenido:
1 Llave de impacto inalámbrica de 850Nm
2 Baterias 5Ah
1 Cargador 20V
1 Esmeril angular inalambrico 
1 Aspiradora 
10 discos de corte
3 dados de impacto"; $329.990 ;
YT82920;YATO;"PULIDORA ROTO-ORBITAL INALAMBRICA YATO YT-82920 6? 4.0AH
La Pulidora Roto-Orbital Inalámbrica Yato YT-82920 no deja hologramas en la pintura, gracias a su movimiento excéntrico. Posee un motor sin escobillas que aumenta la longevidad y la fiabilidad del equipo.
Características:
Alta fiabilidad gracias al motor sin escobillas
El movimiento orbital no deja hologramas
Trabajar con cera o pasta de pulir
El control de velocidad variable aumenta el confort de trabajo
Incluye:
3 esponjas (negra – suave; amarilla – media; verde – dura)
Batería 4.0Ah Yato 18V
Cargador
Maletín de transporte"; $199.990 ;
YT82922;YATO;"PULIDORA ORBITAL INALAMBRICA
Abrillantador orbital 18V (doble trabajo) diseñado para pulir grandes superficies y periódicos: máscaras, techos, vagones de pasajeros y almacenes de reparto, suelos de barcos, suelos, etc. El movimiento tropical de la presidencia prohíbe la formación de Holgram y acelera la difusión de pastas de pulido y cera.
 Sistema de Doble Movimiento - Movimiento Antineidad + Movimiento de Rodillo para la cabeza
 Velocidad de rotación de 2500 min-1
 Motor sin escobillas
Rotaciones 2500 minutos?¹
Diámetro del disco para fijación de discos 254 milímetros
Excéntrico 6 milímetros
Voltaje 18 V CC
INCLUYE 1 BATERÍA DE 4AH Y CARGADOR. Tipo de batería Iones de litio
Clase de aislamiento eléctrico III
Grado de protección IPX0
Presión acústica 81,0 ± 3,0 dB(A)
Potencia acústica 92,0 ± 3,0 dB(A)
Vibraciones 7,73 ± 1,5 m/s²
Peso 1,9 kilos
Directivas de seguridad 2014/30/UE EMC, 2006/42/CE MD, 2011/65/UE ROHS
Normas de seguridad EN 62841-1:2015, EN 62841-2-4:2014, EN 55014-1:2017 + A11:2020, EN 55014-2:2015"; $139.990 ;
YT82924;YATO;"PULIDORA ORBITAL INALAMBRICA SIN CARBONES Incluye 1 batería de 4Ah + cargador + juego de esponjas.
Rotación: 2100-5000 min?¹
El tamaño de la rosca:  M8
Diámetro del disco para fijación de discos: 125 milímetros
Excentricidad: 15 milímetros
Voltaje: 18 V CC
Tipo de Batería: iones de litio
Capacidad de la batería: 4000mAh
Número de baterías en el juego: 1
Tiempo de carga: 3 horas
Velocidad ajustable electrónicament: Sí
Arranque suave: Sí
Carga rápida: Sí
Indicador de carga de la batería: Sí
Clase de aislamiento eléctrico: III
Protección de ingreso: IP20
Presión acústica: 75,0 ± 3,0 dB(A)
potencia acustica: 86,0 ± 3,0 dB(A)
Vibraciones: 4,56 ± 1,5 m/s² Peso 2,9 kilos
Pulidora excéntrica con motor sin carbones para pulir, encerar y lijar carrocerías.
El amplio rango de movimiento excéntrico garantiza un trabajo eficiente. El movimiento orbital del cabezal evita hologramas durante el pulido. El amplio rango de control de velocidad ayuda al usuario a evitar la evaporación demasiado rápida del agua de la pasta de pulido, lo que facilita una distribución uniforme.  El amplio rango de control de velocidad ayuda al usuario a evitar la evaporación demasiado rápida del agua de la pasta de pulir. Una característica igualmente útil es el mantenimiento de la velocidad constante durante el funcionamiento con presión variable. La función de arranque suave del motor prolonga la vida útil de la caja de cambios. La carcasa práctica y ergonómica proporciona comodidad de uso. Esponjas de diámetro: 125 mm incluye 3 esponjas de diferente dureza"; $272.990 ;
YT82955;YATO;"REMACHADORA INALAMBRCIA 18V PARA REMACHES 2.4, 3-3.2, 4, 4.8-5MM CON BATERIA Y CARGADOR
Para remaches de acero inoxidable, remaches de aluminio
Diámetro del remache: 2,4, 3-3,2, 4, 4,8-5 mm
Fuerza de aplastamiento 2040 kilogramos 20.000 naira
Tensión 18 VCC
Tipo de batería iones de litio
Capacidad de la batería 3000mAh
Número de baterías incluidas 1
Energía de la batería 54 Wh
Tiempo de carga 1,5 horas
Carrera máx. del pistón del actuador 25mm
Espesor máx. de elementos unidos 5mm
Tipo de motor sin escobillas
Carga rápida Sí
Indicador de carga de la batería Sí
Clase de aislamiento eléctrico III
Grado de protección IPX0
Presión sonora 81,0 ± 3,0 dB(A)
Potencia acustica 92,0 ± 3,0 dB(A)
Vibraciones 3,94 ± 1,5 m/s²"; $489.990 ;
YT82818;YATO;"OSCILADOR MULTIPROPÓSITO INALÁMBRICO DE 18V CON 1 BATERÍA DE 4AH Y CARGADOR
Rango de velocidad [RPM]:18000
Clase de aislamiento eléctrico III
Grado de protección IPX0
Presión acústica 77,0 ± 3,0 dB(A)
Potencia acústica 88,0 ± 3,0 dB(A)
Vibraciones 4,68 ± 1,5 m/s²
Peso 0,9 kilos
El conjunto incluye
Herramienta oscilante multifuncional, raspador, hoja de sierra de inmersión, hoja de sierra redonda, almohadilla de lijado, papel de lija, llave para reemplazar accesorios
Directivas de seguridad
2014/30/UE EMC, 2006/42/CE MD, 2011/65/UE ROHS
Normas de seguridad
EN 62841-1:2015, EN 62841-2-4:2014, EN IEC 55014-1:2021, EN IEC 55014-2:2021"; $164.990 ;
YT8282995;YATO;"Esmeril Angular Inalámbrico. Posee un potente motor de 18V, una batería de 4Ah, cargador y bolso de transporte

Características:

Motor sin escobillas
Voltaje: 18V
Batería de ion litio: 4Ah
Velocidad nominal sin carga: 3000~8500 RPM
Diámetro del disco abrasivo: 5¨mm
Eje de salida: M14"; $179.990 ;
CAGLI2011582;INGCO;"ESMERIL ANGULAR INALAMBRICO 20V 115MM, 2 BATERIAS, 1 CARGADOR, 10 DISCOS Y BOLSO

Motor sin escobillas
2 Baterías 4,0Ah
1 Cargador (1amp x hr)
10 Discos de corte de metal abrasivo
Bolso de lona

POTENCIA: 220-240V~50/60Hz
VELOCIDAD SIN CARGA: 3000/8500/min
DIAMETRO DE DISCO: 115 mm
ROSCA DEL HUSILLO: M14"; $149.990 ;
YT8282445;YATO;"Esmeril recto inalámbrico de 6 mm y 18 V con motor sin escobillas. Incluye 1 batería de 4AH y cargador
Motor sin escobillas: 4835
Velocidad sin carga: 8000-26000/min (6 configuraciones),
Diámetro máximo de la rueda: 25 mm
Capacidad de la pinza: 6 mm
Protección contra sobrecarga, protección contra sobrecalentamiento, protección contra sobredescarga, arranque suave, protección contra reinicio"; $189.990 ;
CSDLI0402;INGCO;"DESTORNILLADOR INALAMBRICO IONLITIO 4V
Voltaje: 4 V
Vástago hexagonal: 1/4 """"
Velocidad sin carga: 180 / min
Par máx .: 4N.m
Luz de trabajo integrada
Indicador de nivel de carga
Con 10 puntas Cr-V de 25 mm + soporte
Con 1 soporte magnético para puntas
Envasado por blister doble"; $25.900 ;
YT82760;YATO;"Destornillador inalámbrico USB LED recargable de 1,3 Ah y 3,6 V
El destornillador inalámbrico Yato funciona en  dos modos, lo que aumenta significativamente su funcionalidad. Este producto tiene un voltaje de 3,6 V y una batería integrada de 1,3 Ah con indicador de carga. Su diseño permite cambiar la dirección de giro (derecha / izquierda) e iluminar la zona de trabajo. El par de apriete de este destornillador alcanza los 3 Nm, lo que facilita enormemente la realización de trabajos de construcción sencillos.
El kit incluye dos de las puntas de destornillador más populares: plana y Phillips.
Iluminación LED en el lugar de trabajo: SÍ. Par máximo [Nm]: 3. Voltaje de la batería [V]: 3,6. Capacidad de la batería [Ah]: 1300. Tipo de batería: Iones de litio. Indicador de estado de la batería: SÍ. Fuente de alimentación: batería. Datos técnicos:
Tensión de funcionamiento [V]: 3,6 CC. RPM (ralentí) [min-1]: 230. Par motor [Nm]: 3,0. Nivel de ruido - presión sonora [dB]: 61,7 ± 3,0. Nivel de ruido - potencia [dB]: 72,7 ± 3,0. Nivel de protección: IPX0. Nivel de vibración [m/s²]: 0,39 ± 1,5. Clase de aislamiento: III. Peso [kg]: 0,35. Portaherramientas [mm]: 6. Tipo de batería: Iones de litio. Capacidad de la batería: 1300. Cargador. Voltaje de entrada [V~]: 230 - 240. Frecuencia de la red eléctrica [Hz]: 50. Potencia nominal [W]: 5. Tensión de salida [V]: 5. Corriente de salida [mA]: 300. Tiempo de carga [h]: 3-5. El conjunto incluye:
Destornillador inalámbrico YT-82760
5 piezas
Fuente de alimentación USB"; $23.990 ;
CIDLI1232;INGCO;"TALADRO INALAMBRICO 12V  2 BAT.CARGADOR C/CAJA
2 velocidades
Luz de trabajo integrada
2 de baterías
1 cargador (2hr)
1 Punta doble Ph2
3 brocas para mampostería
caja plástica
VELOCIDAD SIN CARGA: 0-350/0-1350/min
MAX.TASA DE IMPACTO: 22500/MIN.
MAX.TORQUE: 20NM
CAPACIDAD DE PERFORACION: 0.8-10mm
AJUSTES DE PAR: 18+1+1
VOLTIOS DE CARGA: 220V-240V~50/60Hz"; $79.990 ;
YT8277905;YATO;"Taladro Inalámbrico, sin carbones, 45Nm 18V + 1 Batería 4AH + Cargador + Bolsa de Tela

? Velocidad nominal sin carga: 0~500/0~1450r/min
? Engranaje de ajuste de torque: 21+1
? Torque máximo: 45 N.m
? Tamaño del portabrocas: 1.0~13mm"; $139.990 ;
YT8277915;YATO;"Taladro percutor inalámbrico sin carbones 120Nm 18V. 1 Batería 4Ah + Cargador + Bolsa de Tela

Diámetro del mandril (mm): 13 (mandril de metal sin bloqueo)                         
Par máximo (Nm): 120
Ajuste de par: 21+1                            
Velocidad sin carga (r/min): 0-500/0-1800
VELOCIDAD DE IMPACTO I: 0-8500 BPM, 0-29750 BPM
con bloqueo del husillo
con manija lateral  
Motor sin escobillas: 5020

- Diseño inalámbrico para un uso conveniente sin necesidad de tomas de corriente
- Motor sin escobillas para un alto rendimiento y una durabilidad duradera
- Viene con 1 batería de 4 Ah para un tiempo de uso prolongado
- Incluye un cargador de 2.2 A para una carga rápida y eficiente
- Ideal para uso profesional en aplicaciones de perforación"; $239.990 ;
YT82798;YATO;"DESTORNILLADOR DE IMPACTO 18V 230NM, HEXAGONAL 6,35MM CON 1 BATERIA DE 4AH Y CARGADOR
Voltaje: 18V

Velocidad nominal RPM: 1200/1900/2500 /3200 rpm

Máx. tasa de impacto: 1400/1800/3500 /4000IPM

Par máximo: 60/120/180/230 Nm

Tamaño del eje de salida mm: 6.35 mm (1/24 pulgadas)

Batería 1X4Ah + 1 cargador"; $234.990 ;
YT44250;YATO;Caja de herramientas de 126 piezas. Incluye taladro inalámbrico 18V, 40Nm con dos baterías y cargador.; $499.000 ;
YT82822;YATO;"SIERRA DE CALAR DE 18 V CON 1 BATERÍA DE 2 AH Y CARGADOR
Espesor máximo de corte en madera 50 milímetros
Espesor máximo de corte en metal blando 5 milímetros
Espesor máximo de corte en PE/PP 10 milímetros
Regulación del ángulo de corte 45?
Diseñado para cortar tablas, paneles, tableros y metal, chapa, PVC, policarbonato celular, plexiglás . Utilizando las cuchillas adecuadas, permite cortar círculos y agujeros  para fregaderos, grifos de cocina, etc. El tamaño compacto asegura una libre maniobrabilidad de la herramienta y un excelente guiado a lo largo de la línea marcada, incluso en lugares de difícil acceso .
Alta potencia y larga duración de funcionamiento con una sola carga de batería
Sistema de cambio de cuchilla rápido y sin herramientas
Botón de bloqueo durante el funcionamiento continuo
Ajuste de socavado en tres etapas: para cortes rectos rápidos (posiciones 1-3) o para cortes circulares (posición 0)
Bajo nivel de vibración
Sistema de soplado de polvo integrado y autónomo sin aspiradora
Cómodo mango de hierro
Durable y con pie inclinable hacia ambos lados 45°
Indicador de carga de batería de 4 etapas
Protección contra el sobrecalentamiento de las celdas de la batería
Sistema de 18 V: funcionamiento con una batería común, compatible con la serie de dispositivos
Incluye: sierra de calar, batería Li-Ion 18 V 2 Ah, cargador rápido (1 hora para batería de 2 Ah)."; $119.990 ;
DCJF28E;DONGCHENG;"SIERRA TIPO SABLE INALÁMBRICA 18V. INCLUYE 2 BATERIAS 4.0 A Y CARGADOR.

• Modelo DCJF28E
• Capacidad en madera 250mm.
• Capacidad en metal 20mm.
• Veces recíprocas de carga en ocioso: 0 – 3300 r/min.
• Incluye 2 baterías
• Habilidad de corte: Madera, Tubo, Férreo.
• Material primario Plástico.
• Incluye 3 Cuchillas y una llave Allen.
• Maletín de transporte 61 x 24 x 12cms. de ancho.
• Peso 3.4 Kg."; $189.990 ;
79580;VOREL; MANDRIL DE 1/2 ACCION RAPIDA 2-13MM; $7.900 ;
79630;VOREL;MANDRIL DE 1/2 (1.5-13MM); $7.200 ;
YT04644;YATO;"Mandril Para Brocas Delgadas Soporte 0.5 a 3 mm. Para Taladro 1/4""
Tamaño Del Mandril: 0.5-3Mm, Material: Cuerpo Y Shank-Acero Al Carbono, 3 Mandíbulas-Metal En Polvo, Recubrimiento Cromado, Tamaño Del Vástago: 1/4 """"Hex, L-50Mm"; $7.990 ;
AP12008;INGCO;"PULIDORA ANGULAR 1.200 WATS
Caja de engranajes de aluminio
Incluye 1 almohadilla pulido, 1 capó de pulido. 1 juego de carbones
VOLTAJE: 220V-240V ~ 50-60Hz
POTENCIA DE ENTRADA: 1200W
VELOCIDAD SIN CARGA: 1500-3800/min
DIAMETRO DE DISCO: 180mm"; $123.500 ;
CT10128;CROWN;"Taladro con percutor mandril de 1/2"" (13 mm) 600 W"; $44.500 ;
CT10129;CROWN;"Taladro con percutor mandril de 1/2"" (13 mm) 750 W"; $47.500 ;
ID8508;INGCO;"TALADRO PERCUTOR 850 WATTS

Velocidad variable
Interruptor de avance / retroceso
Función de martillo

VOLTAJE: 220-240V~50/60Hz
ENTRADA DE PODER: 850W
VELOCIDAD SIN CARGA: 0-2700rpm
CAPACIDAD DE PERFORACION: 13mm"; $69.990 ;
DZJ16;DONGCHENG;"Taladro Percutor 720 Watt. Se ocupan para perforar  madera, metal y concreto. 
Potencia entrada: 720 Watt.
Revoluciones por minuto: 0 – 3.000 rpm.
Golpes por minutos: 0 – 56.000 gpm.
Acero: 13 mm.
Concreto: 16 mm.
Madera: 30 mm.
Accesorios: Juego carbones, mango, llave mandril.
Categoría: Industrial.
Peso: 2,0  kg."; $59.900 ;
YT82082;YATO;"Esmeril angular de 4""1/2 (115mm) 760 W M14."; $39.490 ;
YT82088;YATO;"ESMERILADORA ANGULAR 4 1/2? 760W M14
Potencia: 760 WATTS
Velocidad: 11,000 RPM
Tamaño de Disco: 4 1/2?
Eje de Rosca: 5/8?
Con Bloqueo de Disco
Switch lateral
Embrague electrónico
Peso: 3.96 lb"; $39.490 ;
